User,arroba,hora de publicación,publicación
Vanessa Itzel Flores Manoatl, @vanessaitzelfloresmanoatl, 22:48, """qlavrga"""
Seo Woo, @seowoo, 22:20, """Si gana Xochitl me mudo de país"""
Jazmín Jiménez Becerril, @jazminjimenezbecerril, 22:51, """Va a ver fraude hasta las 11:30 según resultados"""
1 Gabriel, @1gabriel, 22:33, """XOCHITL PARA LA PRÓXIMA ÉCHALE GANAS. FUEGGGZA CAMPEONA!!!"""
Marx Rivas, @marxrivas, 22:55, """Jeremy spoke in class today"""
Mafer Muval, @mafermuval, 22:26, """XÓCHILT NO ESTÁ SOPORTANDO LA DERROTA 🗣"""
Yolungas Films E. Pahua., @yolungasfilmsepahua, 22:35, """Guacamole Hemp"""
Angelcaido, @angelcaido, 22:31, """CLAUDIA GANÓ LA GENERACIÓN 🐀💎"""
America Valentina Vertiz Ortiz, @americavalentinavertizortiz, 22:39, """La de rojo bien ardilla. que cheque a qué hora salió Xóchitl con la camarilla a decir que ganaron...??? todavía había sol y ella y la narco banda detrás de ella ya estaban festejando."""
Llallanelcra Duran, @llallanelcraduran, 22:45, """Wey, neta los que le van a morena estudien e investiguen!"""
DANZEL, @danzel, 22:22, """🐀💎🤓⚫🔴🌭🌭"""
Neon Stars, @neonstars, 22:38, """KENDRICK>>>DRAKE"""
Kevinjose Caamal, @kevinjosecaamal, 22:28, """Jajaja gana Xóchitl Gálvez jajaja pero unas risas jajaja jajaja jajaja el cara de cuño está llorando el jefe de el América"""
Jorgais Mac, @jorgaismac, 22:43, """VAMOS CLAUDIA POR EL BICAMPEONATO"""
Sawii Lou, @sawiilou, 22:18, """Se va a caer el sistema del INE y pum va a salir arriba Xóchitl"""
Heim, @heim, 22:50, """No tengo amigos morenos, nos movemos en todo terreno 🥶🥶"""
Azael Manzanero, @azaelmanzanero, 22:54, """Bye Xochimilco jjaja"""
Llallanelcra Duran, @llallanelcraduran, 22:37, """Wey, neta los que le van a morena estudien e investiguen!"""
Avril B.E., @avrilbe, 22:49, """Ahí hay algo, que ya digan que ganó Claudia."""
Neon Stars, @neonstars, 22:42, """KENDRICK>>>DRAKE"""
Gaticristo-2009, @gaticristo2009, 22:13, """QUE PTOS NERVIOS, ALGUIEN ABRÁCEME CARAJO"""
Maria Santos, @mariasantos, 22:16, """arriba Claudia"""
Kevin Pérez Vázquez, @kevinperezvazquez, 22:23, """Saludos al Maau"""
e stabilit, @estabilit, 22:34, """NO LLORES NO LLORES XOCHIT YA SE Q ESTAS PELONA"""
Jorgais Mac, @jorgaismac, 22:19, """VIVA CLAUDIA Y EL AMÉRICA"""
Neon Stars, @neonstars, 22:40, """KENDRICK>>>DRAKE"""
Gaticristo-2009, @gaticristo2009, 22:21, """SI HAY FRAUDE QUE SE CAIGA TODO"""
Kevin José Caamal, @kevinjosecaamal, 22:48, """fraude ya está dicho"""
Llallanelcra Duran, @llallanelcraduran, 22:27, """Horchata >>> Jamaica"""
Maru, @maru, 22:14, """YA SE QUE VA A GANAR MI NOVIA 🏳‍🌈💗🗣🗣🗣🗣‼"""
Kevinjose Caamal, @kevinjosecaamal, 22:32, """fraude ya está dicho"""
Maria Santos, @mariasantos, 22:30, """arriba Claudia"""
homelandercomic, @homelandercomic, 22:11, """homelander>>>superman y omniman"""
Llallanelcra Duran, @llallanelcraduran, 22:25, """Horchata >>> Jamaica"""
Ivan Botello, @ivanbotello, 22:33, """Préstenme una feria"""
TAPSONER TAPSONER, @tapsonertapsoner, 22:29, """mientras que valgan madre en cdmx"""
Emmanuel Gonzales, @emmanuelgonzales, 22:35, """En la pi en la pi en la pista bailando"""
Kevin José Caamal, @kevinjosecaamal, 22:46, """fraude ya está dicho"""
Christopher Arellano, @christopherarellano, 22:51, """Siiiiiiiiiiiiiiuuuuuuuuuuuuuuuuuuuuuuuu"""
