User,arroba,hora de publicación,publicación
Gino Venzano,@ginovenzano,1m,"""Las encuestas dan cuenta que habrá nueva Presidente mujer en el país azteca. Los medios ponen a las favoritas Claudia Sheinbaum (MORENA) del oficialismo, y a Xóchitl Gálvez (PRIAM) de la oposición. El tercer candidato Jorge Alvarez sería el 10% de votos. #EleccionesMéxico2024"""
Jonás Vázquez,@tintacallejera,1m,"""(Casi) tod@s estos señores nos deberían de causar sospecha y desconfianza desde el momento en el que much@s no quisieron ni hacer la fila para votar. Yo estuve 1.5 horas, ni modo. Y est@s cabron@s haciendo la corrientada de saltarse la fila. #Yanichingan #EleccionesMéxico2024"""
Octavio Gómez,@OctavioGomezA,2m,"""Tarde pero seguro. Hoy mandamos al carajo a los malos gobiernos que tenemos. Ya se van ✌🏻 #EleccionesMéxico2024"""
Fernando Pérez Corona,@ferperezcorona,2m,"""El número de boletas en las casillas especiales aumentaron de 750 a 1000 y tampoco cubrieron la demanda de ciudadanos en tránsito con intenciones de votar. #EleccionesMéxico2024 #Puebla"""
🇲🇽 #VivaMexicoConAMLO,@Mashi_Yaz,2m,"""#EleccionesMexico2024 ❤️🇲🇽❤️ Todavía tienes 40 minutos para ir a votar por ⁦@ClaraBrugadaM"""
Arlesmon Vtuber,@ArlesmonVTuber,2m,"""#EleccionesMéxico2024 cuanto a que aun con todas las promociones obviamente no todos los mexicanos van a votar. Siempre habrán personas que no votan por su trabajo o porque las opciones no son buenas."""
Canal 13 Guadalajara,@C13Guadalajara,3m,"""#EleccionesMéxico2024 l En la colonia Villas del Ixtépete, un hombre de aproximadamente 35 años, fue ejecutado con arma de fuego. Más información en: http://canal13mexico.com"""
Jaime O. Pérez,@JOPMA,3m,"""Vamos a esperarnos más tarde porque en la mañana va a estar a full las casillas. Quedé 🤡 #EleccionesMéxico2024"""
Capital 21 Noticias,@C21Noticias,3m,"""#EleccionesMéxico2024 | El Sistema de Información sobre el desarrollo de la Jornada Electoral (SIJE) del @INEMexico reportó, con corte a las 17:10 horas de este 2 de junio, la instalación de 169 mil 747 casillas, es decir, el 99.98% de las casillas electorales aprobadas."""
Viejo Intenso Galina,@ImAlbertoGalina,3m,"""Buenas tardes, me da una monografía de la 4T por favor? -Claro, aquí tiene."""
Luis Blanco,@lfblancocorreia,3m,"""Finalizando nuestra #ObservaciónElectoral tras una larga jornada recorriendo cinco zonas electorales en #Iztapalapa. Orgulloso de poder aportar a la #MisionOCAIDC en estas #EleccionesMexico2024 @idc_cdi."""
Ginarely Valencia,@ginarely_va,4m,"""¿Cómo se vivieron las #EleccionesMéxico2024 en el #Edomex? De eso nos platicarán a las 20:00 horas @claudiamhidalgo, @VioletaHuertaL e @davilaisr, periodistas mexiquenses; así como @aldomunoza, investigador de la @UAEM_MX. Escúchales en: https://uniradio.uaemex.mx #UniRadioVaConmigo"""
Constanza Munguía,@ConstanzaMungu3,4m,"""Ya se dieron cuenta que los bots de morena están ausentes de las redes sociales? Todos están operando como mapaches en las urnas. #EleccionesMéxico2024 #YoVotéPorXóchitl"""
Alberto Rojas,@AlbertoRoj29,4m,"""#EleccionesMéxico2024 Que viva la democracia, carajo. Que muera el autoritarismo y el presidencialismo. Viva la verdad, la libertad y la democracia 🗳️🇲🇽 Viva MÉXICO 🇲🇽 #YaVotéporXóchitl @MarkoCortes @XochitlGalvez"""
Gaceta México,@GacetaMex,4m,"""Representantes de Acción Nacional informan que funcionarios de casilla han sido hostigados por presuntos empleados del candidato de Morena, Jorge Antonio Medrano, en Guanajuato, capital. #GacetaMéxico #México #Guanajuato #AcciónNacional #Morena #JorgeMedrano #EleccionesMéxico2024"""
Dirce N.,@RuedaDirce,4m,"""#EleccionesMéxico2024 #YaVoté #Coyoacán #CasaDeLasLetras #INEMéxico"""
Kev,@ZugaK28,5m,"""Mi deber cívico. Mi derecho. 🗳️👏🏼🇲🇽 No en esta vida nos van a doblegar. No en esta vida impondrán sus deseos. Yo elijo, tú eliges quién nos gobierne. NO ES UN MERO TRÁMITE."""
Solovino News,@SolovinoNews,5m,"""#Hastaahora🧐 Quemas de urnas, desorden, impedimento para #votar es hasta el momento en #Ensenada, #Tijuana, #Querétaro... #VotoPorMéxico #VotoÚtilXMéxico #EleccionesMéxico2024"""
⚡️🤎🇲🇽RICKY.Chinagui🐕🤎⚡️,@RickyVtuber,5m,"""Estoy viendo los #votos de la gente de aquí por lo de las #EleccionesMéxico2024 y me sorprende la cantidad de votos anulados con mensajes PENDEJOS. Se anulan y su mensaje vale vrga. Nadie los va a leer. Pero algunos están buenos. Y hasta dices... tiene razón el wey."""
quiero tv,@quierotv_gdl,5m,"""🗳️| Se terminan las boletas y cierran la casilla especial Siglo XXI, en la #CDMX; varias personas exigen su derecho a votar. 📹: @HalconOnce I El Universal #EleccionesMéxico2024 #EleccionesMX2024 #Elecciones2024"""
Ricardo,@ricardotmn,6m,"""Faltan alrededor de 45 minutos para que las casillas comiencen a cerrar, el calor comienza a dar tregua. Si aún no has salido a votar, ahora es el momento! #EleccionesMéxico2024 #Mexico2024 #VotoPorMéxico #VotoÚtilXMéxico #VotoÚtil2024"""
Shenlong,@shenglonSantaFe,6m,"""Ni el último día del evento de @Pixar, nuestras flamantes autoridades se hicieron presentes para detener gandallas que cobran derecho de piso en Santa Fe. Autos hasta en triple fila estacionados. @UCS_GCDMX @jmorenocdmx @lialimon @AlcaldiaAO @889Noticias #EleccionesMéxico2024"""
HÉCTOR J. NÁJERA,@hectornajerajr,7m,"""Votamos!!! #EleccionesMéxico2024 #Acapulco #Guerrero #voto2024 #EnEquipoEsMejor"""
🔊 🇲🇽~Edgar (N) RiveR~🇲🇽,@EdviRubiO,7m,"""Desde el momento en que te imponen por quién votar, desde ese momento está jodido todo. No importa por quién votaste, todos los candidatos son una porquería. No creo que el próximo sexenio sea una mierda, ¿O si? #EleccionesMéxico2024 #YaVoté #VotoPorMéxico #VotaPorMéxico"""
Gabriela Aguilar,@gabbieagui,7m,"""Replying to @Expresoweb and @tonoastiazaran Muy bien tono 🙏🏻😊 ya ganamos con el favor de Dios, Mainez. #yovotétoño #EleccionesMéxico2024"""
Gustavo Rentería,@GustavoRenteria,7m,"""🔴🔴 En el @ElFinancieroTv #AlAire #EleccionesMéxico2024 #ElecciónPresidencial 🔴🔴Encuesta de salida a las 18 horas, anunció @E_Q_ @ElFinanciero_Mx @INEMexico @TEPJF_informa"""
Celia Rasgado,@RasgadoCelia,7m,"""¿Cuál es el enojo de tanta gente? ¿Por qué arrebatan urnas? ¿Por qué hacen destrozos? Al final el pueblo debe elegir, aunque eso no sea de beneficio para algunos. Que si #XochitlGálvez o que si #ClaudiaSheinbaum, mejor pensar que a todos nos vaya bien. #EleccionesMéxico2024"""
Ricardo Jesús,@Rocanlover_X,7m,"""Mexicanos salen masivamente a ejercer su derecho al voto en Houston, TX. Viva el pueblo de México! Viva la democracia! #EleccionesMéxico2024 #Houston #TikTok"""
Paco Charles 👌,@pacocharles,7m,"""Con todo y las complicaciones y el calvario para poder votar en #CdDelCarmen y sus escasas 3 casillas especiales @INEMexico, para todas las personas foráneas dado que hay gente de casi todo el país, se efectuó el sufragio! #EleccionesMexico2024"""
Marco Temosihui,@ElDr_Temo,8m,"""Replying to @EPN_GobFederal @Xochitl2024 and @XochitlGalvez Siempre evadiendo las reglas peñita @EPN #EleccionesMéxico2024"""
aIMee,@fokoo,8m,"""Queda menos de una hora para ir a votar. Vayan a la casilla que corresponde a su INE y fórmense. Podrán votar después de las 6pm siempre y cuando sigan en la fila. #EleccionesMéxico2024 🩷✨"""
Israel LM 🔻 Elizondo 🧉☕️ ⚽️,@LmElizondo,8m,"""Es fundamental que los perdedores acepten su derrota. No sean como Trump o Bolsonaro. #EleccionesMéxico2024"""
En Cambio Tabasco,@TabascoEnCambio,8m,"""JALPA DE MÉNDEZ.- Reportan en redes que hombres armados atacaron una casa del equipo de campaña de Morena, el saldo fue de una mujer y un hombre heridos. #Elecciones2024 #EleccionesMéxico2024 #EleccionesMx2024"""
Coracyt Noticias,@CoracytNoticias,9m,"""#CoberturaEspecial #AlMomento En su reporte de las 15:00 horas el Instituto Tlaxcalteca de Elecciones señaló que se instalaron al 100 por ciento las casillas. #EleccionesMéxico2024 #Elecciones2024 #CoracytNoticias"""
CharoEnValle,@charoencasa,9m,"""Todos los mexicanos tenemos que tener listo el discurso por si las tendencias no nos favorecen. #EleccionesMéxico2024"""
diario24horas,@diario24horas,9m,"""#En2024Eliges | El consejero del @INEMexico, Jaime Rivera, señaló que en las casillas especiales suele existir inconformidad ciudadana por la falta de boletas. #EleccionesMéxico2024 #Elecciones2024MX"""
Fanatico de los pies.,@fanaticopies,9m,"""Pagos seguros. Completamente privado. Estoy comprando fotos de pies y nudes. Pagos seguros. Ganancias x día desde 500/4500 garantizado. Si venden fotos de sus pies. Vende fotos de pies y nudes. Si buscas sugar soy tu mejor opción😉 Compro fotos de pies y nudes. #EleccionesMexico2024"""
Primera Plana Noticias,@LupisCrisanto,9m,"""#EleccionesMéxico2024 🗳️ A menos de una hora de concluir la jornada electoral y la gente sigue acudiendo a votar, las casillas especiales fueron las más concurridas, donde incluso las boletas no alcanzaron."""
Victor Hugo Vieyra,@vhvieyra,9m,"""Lo que sí es un hecho, es que @AlvarezMaynez sí queda en segundo lugar... de los idiotas más conocidos de MC. El primero es para el inútil gober del Nuevo León. #EleccionesMéxico2024"""
Rendón Héctor,@LaRuletaOficial,9m,"""Replying to @LaRuletaOficial and @INEMexico. A las 11 de la noche, a millones de personas se les va a quitar lo valentona y se irán a dormir, si pueden, enojadas y frustradas del resultado electoral. Y la polarización subirá de nivel. No se agüiten… todos los gobiernos le han fallado a #Mexico. #EleccionesMéxico2024"""
Politinomics_mx,@Politinomics_mx,10m,"""6 años de este momento histórico para el país, nuclear, así describieron los encuestadores la ventaja de @lopezobrador_ al cierre de casillas, de ese tamaño fue su victoria. ¿Se repetirá la historia hoy? Menos de una hora para saber. #EleccionesMéxico2024"""
Raúl Colin,@RaulColinG,10m,"""🚨 ¡Fraude electoral en las #EleccionesMéxico2024! 🚨 Las casillas especiales del INE, con 1,000 boletas para foráneos, están colapsadas. Parece alta participación, pero la realidad es otra. Algo muy turbio está pasando: las casillas están llenas de acarreados... (1/2)"""
Hey Jude,@soyjude_,10m,"""Votar por el PAN no te hace rico, así como votar por Morena no te hace naco. Si vamos tratándonos con respeto?"""
Soy panelista 🦋,@betoocontreras,10m,"""Pues yo ya me tomé mi Tafil y apagué las luces, a ver si alcanzo a saber quién gana estas #EleccionesMéxico2024 hoy."""
Melky Hernández 🇵🇸,@melkyhdez,10m,"""Increíble que en la jornada electoral más grande de la historia de México, las boletas estén limitadas, privando a las y los mexicanos del derecho a votar. Definitivamente el @INEMexico tiene una mala organización dentro de las casillas. #EleccionesMéxico2024"""
Bruno,@brunomenh,10m,"""Replying to @evoespueblo. Nuestras elecciones, NUESTRAS 🇲🇽 Sáquese a su país a opinar de sus asuntos 🗳️. #EleccionesMéxico2024"""
Omar Garcia,@omargv1977,10m,"""Ya casi es la hora... ""LAS ENCUESTAS DE SALIDA NO NOS FAVORECEN"". #EsClaudiaPresidentaDeMéxico #XóchitlGálvezPresidenta #EleccionesMéxico2024. Veo a muchos que van a llorar😭."""
Héctor Estrada,@Hektorestrada,10m,"""Las urnas cierran a las 6, no lo olviden. #EleccionesMéxico2024 #FuncionarioDeCasilla"""
Ángulo Informativo,@AnguloInforma,10m,"""🗳️✅ #EleccionesMéxico2024 || ¡Entérate! Así se lleva a cabo una jornada electoral 👇🏼👇🏼 #Democracia #México #INE"""
Israel LM 🔻 Elizondo 🧉☕️ ⚽️,@LmElizondo,11m,"""Con la alta participación del electorado, con las casillas instaladas, con los funcionarios contando nuestros votos, se derrumba toda narrativa de autoritarismo o dictadura. Somos una democracia que tiene la oportunidad de consolidarse. #EleccionesMéxico2024"""
Noticias Gdl,@NoticiasGdl_Mx,11m,"""🔴 #ÚLTIMAHORA I Hombres encapuchados y armados destrozan casilla en San Juan del Río, Querétaro. Afortunadamente no se reportan personas heridas. #EleccionesMéxico2024 #Elecciones2024Mx"""
𝔸𝕏𝕃,@xockobuzz,11m,"""#Últimahora Palestina ya dejó de estar en guerra y Hámas dejó de ser un grupo terrorista gracias al mensaje en esta boleta 👍. #EleccionesMéxico2024"""
Ángel,@Angelog2009,11m,"""Hoy decidiste qué México quieres para ti y los tuyos. Ten en cuenta lo privilegiado que aún eres. En Cuba, Venezuela y Nicaragua eso ya no es posible: las decisiones las toma solo una persona y se llama Dictador. No te hayas equivocado otra vez."""
LaChispaMx,@LaChispaMX,12m,"""Ciudadanos denuncian el intento de cerrar seis casillas en #Cuajimalpa tras presuntas amenazas de bomba. #EleccionesMéxico2024 #Reto2024 #CDMX"""
Elisa Villa,@Bosqueli_,12m,"""PREP, conteo rápido o cómputos distritales: aquí las claves para entender lo que pasará en las próximas horas y cómo se darán los resultados de las #EleccionesMéxico2024."""
El Nopal Times,@ElNopalTimes,12m,"""Reportan que encapuchados que estaban presuntamente armados destrozaron la casilla en San Juan del Río, Querétaro. No hay personas heridas. ¿A qué le teme el PAN en ese estado? ¿Por qué tantos actos violentos en la jornada electoral?"""
Señor Sabor 🌮,@SoyyUnPony,12m,"""REPITE CONMIGO: ""QUE NO GANE EL CANDIDATO QUE APOYO, NO SIGNIFICA QUE LA DEMOCRACIA NO EXISTA"". #EleccionesMéxico2024"""
Miss Ketotifeno**, @MarGarcinez,12m,"""Metepec desde las 13 hrs que se acabaron las boletas en casilla del Calvario... hay turba iracunda, con justa razón. #EleccionesMéxico2024"""
La Jornada,@lajornadaonline,13m,"""La representante de ese partido en @IEPCChiapas, Claudia Iveth Gómez Moreno, aseguró que los habitantes que la tienen retenida le exigen el pago de una multa de 500 mil pesos para liberarla. #EleccionesMéxico2024 #VotaMéxico2024"""
Infobae México,@infobaemexico,13m,"""#EleccionesMéxico2024 💥 Lo quieren en la cárcel: Hugo López-Gatell presume que ya votó y en redes lo tunden por su manejo de la pandemia de #COVID19. https://infob.ae/4e6yivJ"""
𝐏𝐮𝐦𝐩𝐤𝐢𝐧 𝐒𝐩𝐢𝐜𝐞 𝐋𝐚𝐭𝐭𝐞,@IX_Vicky,13m,"""No preciosa. Y por fi, cámbiale a tu chip. No tienes ni la más mínima idea de TODO lo que nos tenemos que fletar lxs servidores públicos, como para qué estén con estos comentarios. Y si mucha impotencia, te recuerdo que tú chamba no termina en las urnas. #EleccionesMexico2024"""
Politikmnte,@Politikmnte,13m,"""#EleccionesMéxico2024 🗳️ | Así se ve el 𝐖𝐚𝐫 𝐑𝐨𝐨𝐦 de la candidata de Morena 𝗖𝗹𝗮𝘂𝗱𝗶𝗮 𝗦𝗵𝗲𝗶𝗻𝗯𝗮𝘂𝗺, más de 750 periodistas y medios, de estos cerca de 90 son medios internacionales. 𝑰𝒎𝒑𝒓𝒆𝒔𝒊𝒐𝒏𝒂𝒏𝒕𝒆. #Politikmnte 🗨️ #EleccionesMx2024"""
✞ A.C. SUPER CERDONIO ✞,@VIEJO_LEGULEYO,13m,"""Banda ya en serio!!!!!! No voten por Morena, PT y toda esa basura alineada al @lopezobrador_. No hacen nada por la seguridad de los ciudadanos, todos los días matan a los mexicanos más fácil que a las moscas y sin escrúpulos. #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Itinerario Poblano,@Itinerario_Pue,13m,"""#CirculaEnRedes Ciudadanas y ciudadanos reportan que ya no existe posibilidad para votar en las casillas especiales. #EleccionesMéxico2024"""
Periódico Enfoque,@P_Enfoque,13m,"""Se acabaron las boletas en la casilla especial en Paseo Destino, al igual que en la CAPU; decenas de votantes han empezado a inconformarse. || #Puebla; #EleccionesMéxico2024"""
GABO BERNAL,@GABINOBERNAL2,14m,"""Voto de exterminio al prian, así se ve el plan C! Vamos con Tokio con la 4T! #EleccionesMéxico2024"""
diario24horas,@diario24horas,14m,"""#En2024Eliges | Usuarios y vecinos de Cuautitlán Izcalli denunciaron la quema de urnas, así como el robo de boletas electorales. #EleccionesMéxico2024 #Elecciones2024MX"""
Tufiño Andrés,@tuf_andres,14m,"""A esperar los resultados de las #EleccionesMéxico2024"""
Coracyt Noticias,@CoracytNoticias,15m,"""#CoberturaEspecial #AlMomento En las casillas de la Capital Tlaxcalteca se ha reportado alta participación de la ciudadanía que ha acudido a votar. #EleccionesMéxico2024 #Elecciones2024 #CoracytNoticias"""
Marco Cervantes,@macero25,15m,"""Listo! Cumplimos 👍🏻 #YaVoté #EleccionesMéxico2024 #ElectionsDay"""
Alejandro López Castellanos,@alexvizzz,15m,"""#ElDato Las #EleccionesMéxico2024 serán para la historia, en las elecciones del 3 de julio de 1955 las mujeres acuden por primera vez a las urnas a emitir su voto. Este 2 de junio del 2024 México podría tener a la primer mujer Presidenta del país."""
ElPipila,@elpipila_mx,15m,"""APARECIERON SABOTEADORES. En un recuento, los incidentes violentos ocurrieron en #BajaCalifornia, #Querétaro, #Puebla y #Michoacán. En #Tijuana disparan contra una casilla electoral. #EleccionesMéxico2024 #VotarEstáDeModa"""
El Heraldo de México,@heraldodemexico,16m,"""#EleccionesMéxico2024 | #Ruta2024 PREP: ¿Quién va ganando la Presidencia de México en las #Elecciones2024?"""
Enfoque Noticias,@EnfoqueNoticias,16m,"""🇪🇸🇲🇽 | Cayó la noche en Madrid y las filas para votar continúan #EleccionesMéxico2024 | #EnfoqueElectoral2024"""
ʂཞ. ąʂ℘ɛཞgɛཞ,@Le_Crazh,16m,"""Ponen en la boleta de Senadores ""ISRAEL GENOCIDA"", pero en la de Presidente de la República votan por la judía. ¿Ya ven como si están bien pendejos? #EleccionesMéxico2024"""
CHISMEANDOANDOMX,@chismeandoandom,16m,"""Lamentablemente lo ocurrido en Queretaro #EleccionesMéxico2024 #EleccionesQuerétaro"""
PokerSP¹¹🎱,@RogelioDDL,16m,"""Un caos en las casillas de zonas donde domina MORENA, mientras que en zonas Fifí votando agusto sin ningún problema de casillas, el #NarcoPRIAN en complicidad con el #INEMéxico tratando de sabotear las #EleccionesMéxico2024. #OposicionMasPendejaYCorruptaQueHaExistido 🤡"""
adn40,@adn40,16m,"""🚨#AlertaADN #VotaMéxico2024 🗳️| Comienza el cierre de casillas en algunos estados como #QuintanaRoo. Verifica la hora en tu localidad, recuerda que cierran a las 18:00 hrs #LaFuerzaDeTuVoto #EleccionesMéxico2024"""
Little Cherry🍒🧁,@CherryLittleee,16m,"""WEEEE! La verdad son mis primeras elecciones, me siento bien patriota #EleccionesMéxico2024"""
pari ☀️,@pariccpriv,16m,"""Ejerciendo mis derechos en las #EleccionesMéxico2024 🫶🏼🙏🏼🫡pero por que la señora me lo marco tan como si nada IBA PARA SALLY BEAUTY WEY CASI NO ME DABAN EL BLUSH PORQUE PARECE MUGRE☝️"""
