User,arroba,hora de publicación,publicación
oscar almeyda,@almeidam10,15min,"""Como Dirían en @lacasadelosf “Mi voto es por estrategia” 🤣🤣🤣 #EleccionesMéxico2024 #XochitlGálvezPresidenta #MorenaDestruyendoMexico"""
Ery,@MendozaYezavel,16min,"""#YoYaVotéPorXochitl #SantiagoTaboadaJefedeGobierno #EleccionesMéxico2024 Porque quiero un mejor México y porque confío en ustedes. ¡Vamos México!"""
Alex Picazo 🦖,@AP_MX_,16min,"""Mi voto para estas elecciones 2024 es para….. @AlvarezMaynez 🧡 #EleccionesMéxico2024 #EleccionesMX2024"""
E S A Ú,@EsauBeck,18min,"""Está hecho! 🇲🇽👍 #EleccionesMéxico2024 #SigamosHaciendoHistoria"""
Joshua Mellado,@JoshuaMellado08,18min,"""#EleccionesMéxico2024 #XóchitlGálvezPresidenta #YoVotéPorXochitl"""
Oscar,@eseweyx,18min,"""Más que un voto para Xochitl, es un voto para parar la estupidez que están haciendo los de Morena #EleccionesMéxico2024 #EleccionesMéxico"""
Christian Hernández,@Christian_1954,19min,"""—Oye ¿ y #Morena ? —En la gorra de un naco. #EleccionesMéxico2024 #2dejunio"""
Madoka Tab 🥶,@Madokaby,19min,"""#EleccionesMéxico2024 Según mi feed de X , de cada 10 votos 6 van para #Xochitl 1 para Sheinbaum y 2 anulados con consignas contra el gobierno No me importo estar desde las 7 AM en fila, aquí es el momento que las generaciones futuras recordarán bien"""
vivianaolvera977,@vivianaolv67622,20min,"""Ya votamos los tres por Xochitl #YoYaVotéXXóchitl #XóchitlGálvezPresidenta #EleccionesMéxico2024"""
AraπCé V🎗️#freeAssangeNow 💚🇵🇸🕊️🙏,@acardnasv,23min,"""#ClaudiaPresidentaDeMéxico2024 #NahleGobernadora #EleccionesMéxico2024 #VotaMéxico2024"""
Luis Alberto Córdova,@laec_09,24min,"""Llevo años esperando acariciar este momento….De mandar a chingar a su madre a Morena #XochitlGálvezPresidenta #EleccionesMéxico2024"""
ohmlixyss,@Lixyss,24min,"""#VotoPorMéxico #EleccionesMéxico2024 #XochitlGálvezPresidenta #MiVotoPorXochitl 👏👏👏💗💗💗 me emocioné 🥺🇲🇽"""
𝑪𝒉𝒂𝒓𝒍𝒊𝒆®,@flakoyosoy,25min,"""El lado correcto de la historia #EleccionesMéxico2024 #ClaudiaArrasará #4taTransformación"""
Jérôme,@jergtn,25min,"""Por una patria ordenada y generosa y una vida mejor y más digna para todos. ¡Por México! 🇲🇽💙 #YoVotéPorXóchitl #ElCambioViene #SíHayDeOtra #EleccionesMéxico2024"""
Pascualina Pascual,@CayePas,25min,"""Amor con amor se paga. Gracias por todo mi cabecita de algodón 🥹🥰 #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
Haziel,@Haziel66567262,27min,"""Porque como JOVEN ELLA me REPRESENTA #EleccionesMéxico2024 #YoVoteporXochitl #XochitlGálvezPresidenta24"""
Charles,@Ritchardson77,27min,"""Emitiendo mi voto. #YoVotarePorXóchitl #XochitlGálvezPresidenta #EleccionesMéxico #PRI #PAN #cdmx #EleccionesMéxico2024"""
Oviedo,@Oviedo460643623,29min,"""¡Los verdaderos mexicanos así votamos! 🇲🇽 @Claudiashein @lopezobrador_ #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico #VotoMasivoParaMorenaPlanC"""
RickyBrant 🇪🇸🇲🇽,@RickyBrantEs,29min,"""Ejerciendo mi voto! 🇲🇽🗳️ Hoy participé para salvaguardar la democracia en México. ¡Cada voto cuenta! #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
EL TÍO JOEL,@JJSAN79,29min,"""Arriba el patriarcado prras! 🖕🏻#EleccionesMéxico2024 #Mainez"""
R053 8UN8URY,@Rose87329461,30min,"""Solo vine a votar y ya me quedé como funcionaria de casilla porque faltó gente. Que bonito, mucha gente votando. Yo vote 5 de 5 por Morena. #EleccionesMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico #PlanC"""
Angel Pláscencia,@angel_plasMart,30min,"""Listo, he ejercido mi derecho a voto ❤️ #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #PresidenciaDeLaRepública"""
Getsemaní,@getsemutssi,31min,"""#EleccionesMexico2024 #Maynez 🍊"""
Sol Borjas 🏳️‍🌈🇲🇽,@solborjas84,32min,"""#EsUnHonorEstarConObrador #ClaudiaPresidentaDeMéxico2024 #PlanC_YaEstáEnMarcha #EleccionesMéxico2024 #4taTransformacion"""
Abzinthe 🛸,@Abzebel,32min,"""En respuesta a @ryo_hermoso Que presidente tan más pendejo 🤣 #Amlo #Morena #CitlaHM bota, no vota #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
FERMOR,@FERMOR_23,32min,"""Me pasaron esta útil guía de como votar #EleccionesMéxico2024 #XochitlGálvezPresidenta24 🔁 Compartan y todos a votar 🗳️"""
Emiliano Morales,@EmiMrlsGzlz,32min,"""Orgulloso de votar solo @AccionNacional #LaloGobernador #EleccionesMéxico2024 #XochitlGálvezPresidenta"""
EvaG14 ✘,@EGaona14,33min,"""La boleta electoral 👉🏻🗳️ tiene más poder que el Estado autoritario y el C. O. Juntos!!! ☝🏻 El poder es nuestro ciudadanos mexicanos, mostremos nuestra fuerza!! 🤞🏻🇲🇽🩷 #MexicoNoSeraComunista #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
sweet,@breakupsweet,33min,"""AMAMOS LA DICTADURA Y ABRAZAR DELINCUENTES🤩🫵🏼 TODO MORENA #EleccionesMéxico2024"""
Gamaliel Ronces,@Invasionx,34min,"""#EleccionesMéxico2024 #XochitlGálvezPresidenta"""
El gran Apr:. ▕⃝⃤ ⚔️,@el_gran_apr,34min,"""Hoy mi voto es EN CONTRA DE MORENA NO A FAVOR DE XÓCHITL GÁLVEZ. #EleccionesMéxico2024 #yavotéporxóchitl"""
Gadiel Castillejos,@GadielLuis07,35min,"""Mi granito para un México próspero y que continúe la Transformación pero con cambios. Hoy la victoria #EsClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
Andrés Gómez Sotomayor García Cuéllar,@andres_gsgc,37min,"""Primeras elecciones y se ve positivo el horizonte #XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
edgar,@garciaedgar_df,37min,"""Listo #EleccionesMéxico2024 #YoVotarePorXóchitl"""
Marbellaarath,@Marbellaarath,38min,"""#EleccionesMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico"""
Armando Pérez A,@arpean,39min,"""Por un México con libertad Por un México de esperanza Por un México próspero Por un México democrático Por un México lleno de amor Patria!, nada te debo Patria!, nada me debes Patria!, estamos en paz #EleccionesMéxico2024 Mi voto por Xóchitl"""
Ernesto,@Ernesto097,39min,"""Ni olvido, ni perdón. #EsClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
neolesath,@neolesath,40min,"""Se da a conocer la totalidad de los votos a favor de Movimiento Ciudadano: Uno para Máynez, dos para Máynez. #EleccionesMéxico2024"""
eLo 💛,@holasoyelo,41min,"""Vamos México 🤞🏼🩷 Saquemos al cancer de morena del país. #yovotéporxóchitl #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Javiishito,@javier0344,41min,"""Se votó por @Claudiashein #EleccionesMéxico2024 #ElecciónPresidencial 👍🏼 ya ganamos México 🇲🇽 ❤"""
Leo BS,@Leoistlion,42min,"""El #PlanC en marcha. #VotoMasivoPorMorena #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
Carlos Lopez,@carlitoslopez1x,43min,"""#AmorConAmorSePaga #ClaudiaArrazará #EleccionesMexico2024 #AlMomento #XochitlYaPerdio Panistas Verástegui Laura Zapata Hermosillo Joaquín"""
♎️𝕄𝕠𝕣𝕟𝕚𝕖 𝔸𝕝𝕗𝕒𝕣𝕠🇲🇽,@Mornie_Aran,43min,"""Pos bueno, amigos. Yo lo advertí con antelación 🤣 y ya emití mis votos del día de hoy tal y como había dicho: @XochitlGalvez @MacaIntensa @juarezveromex @STaboadaMx @jczsmx @MauricioTabe"""
Dιαnα🎀,@DiianaHb,43min,"""Voto libre y no secreto 🤭 #EleccionesMx2024 #EleccionesMéxico2024 #YoVotéPorXóchitl #XochitlGalvezPresidenta24 @XochitlGalvez 🩷💙✌🏻"""
Vegaa,@emvgao,43min,"""Hace 6 años en mi primer elección cometí el error más grande de mi vida que nos llevó a lo conocemos todos hoy día, hoy salí feliz, con una esperanza para todos, espero sea el cambio que necesitamos y que mínimo en 2021 a la CDMX le dio un respiro. #EleccionesMéxico2024"""
El Luigi,@ragazzoperron,45min,"""Ya se hizo lo propio compañeros #xochilovers y amigos del voto de castigo. Cruzo los dedos para que la secta se vaya ya. Parece que el INE lo está haciendo mal con sus retrasos y la ciudadanía está aguantando para poder votar ¡Que fregón!👏👏 #EleccionesMéxico2024 #INEMéxico"""
Chava ⚕️🇦🇹,@chavita_96,45min,"""Porque yo si quiero un México mejor. #XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Marieli Urbano,@MarieliUrbano,45min,"""Gracias Andrés Manuel, amor con amor se paga. #PlanCYaEstaEnMarcha #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024 #ClaudiaYaEresPresidenta"""
ɱเรรαεℓ αɾαɠσ́ɳ,@missaelaragonc,47min,"""¡Listo! El motivo es México por eso #yovotéporxóchitl, pero por agradecimiento el apoyo a ella también voté por la coalición PAN,PRI,PRD. #EleccionesMéxico2024 #XochitlGálvezPresidenta24 @XochitlGalvez"""
Ricardo,@RicardoRangelV5,48min,"""#EleccionesMéxico2024 #XochitlGálvezPresidenta24 #XoxhitlGálvezPresidente2024"""
⭐️🅝🅐🅛🅛🅔⭐️,@nars02,48min,"""#EleccionesMéxico2024 #YoVotéPorXochitl #XochitlGálvezPresidenta24 #XochitlGálvezPresidenta24 #XochitlGálvezPresidenta24 #YoVotéPorXochitl #ElijoCreer"""
Ximena MF,@XimenaMorenoF,48min,"""Ximena de niña que siempre le encantó la política, jamás pensó que hoy a sus 28 años votaría por la primera presidenta mujer. 🥹💚 #EleccionesMéxico2024 #ClaudiaPresidenta2024"""
Nick Cruz,@NicanorCruz,49min,"""Voto emitido, agur a esperar el resultado final, estoy seguro que viene un gran cambio. #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Jorge Verber,@Kocho_vh,49min,"""En respuesta a @chitoarnold y @XochitlGalvez #EleccionesMéxico2024 #XoxhitlGálvezPresidente2024"""
Rb,@Rbb612,51min,"""Congreso: PAN Presidencia y gubernatura: PRD. 😉 #XochitlGálvezPresidenta24 #XóchitlGálvezPresidenta #YoVotéPorXóchitl #EleccionesMéxico2024"""
Johan didier Sanchez,@JohandidierSan1,53min,"""Listo 6/6 En Puebla con la Dr Claudia Sheinbaum a la Victoria y con nuestros señor Presidente! 🇲🇽 #PlanC_YaEstáEnMarcha #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
Nacho #TIGRE CAMPE8N 🏆,@Nacho_Velazqz,53min,"""#TodoMorena por la niñez, por los trabajadores, por las madres jefas de familia, por los adultos mayores, por los estudiantes! Vamos Juntos con @Claudiashein a construir el Segundo Piso de la Cuarta Transformación! #EleccionesMéxico2024 #ClaudiaArrasa"""
LA GRAN SUGARITA ✨,@CarneDeAzucar,54min,"""Van a recibir lo mismo que le dieron a la nación estos 6 años 🖕🏻 #XochitlGálvezPresidenta24 #EleccionesMéxico2024 #Elecciones2024Mx"""
Raúl Reyes Salas,@ReyesRaulMX,54min,"""Es un honor botar a obrador 🥾 #EleccionesMéxico2024 #Veracruz"""
Juan Carlos MCM,@jccharc,54min,"""Listo. La destrucción tiene que parar. No sé qué vaya a pasar, pero al menos no seré cómplice del régimen criminal de la sirvienta del pejelagarto. #EleccionesMéxico2024 #PorQueNoVotaréPorClaudia"""
JLorenzana,@JLorenzana8,55min,"""Listo!!!! #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #PlanCYaEstaEnMarcha #VotaTodoMorena"""
🇲🇽 ⓐⓚⓔⓝⓐⓣⓞⓝ 🍥,@SSabaG09,55min,"""Muchas gracias por todo @lopezobrador_ Sigamos haciendo historia con @Claudiashein 4T ✌🏽 #EleccionesMéxico2024"""
Forza,@alexflorexf,55min,"""#EleccionesMéxico2024 EleccionesMexico2024 #XochitlGálvezPresidenta24"""
Jorge Montes de Oca,@CancunMinigolf,57min,"""#EleccionesMéxico2024 #YoVotéPorXóchitl #XochitlGálvezPresidenta24"""
JULIETA MARTÍN.,@greta1940_,57min,"""#AlMomento #EleccionesMéxico2024 #ClaudiaArrasará"""
Marco,@marcobahenac,58min,"""#EleccionesMéxico2024 @Claudiashein"""
Juan Santana Arroyo,@jaguardf1,58min,"""En respuesta a @beltrandelrio No se aprecia en la foto pero ahí va la esperanza de que México cambie para bien #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Almendro,@natalicio666,59min,"""Qué gusto votar contra Morena y su candidata titere @Claudiashein #EleccionesMéxico2024"""
Magicworshipper,@KKarak31,1h,"""#Taboada #CDMX #EleccionesMéxico2024 Ya es justo y necesario que se vaya la ""izquierda "" de la CDMX @STaboadaMx"""
Red Red Wine,@AnaSuellen,1h,"""Querido presidente, con mi voto te digo gracias @lopezobrador_ Te AMLO 🩷 Que inicie el PLAN C 🙌 #EleccionesMéxico2024 #MorenaVa #ClaudiaPresidentaDeMéxico"""
🅰🅽🅶é🅻🅸🅲🅰 🆅🅴🅻á🆉🆀🆄🅴🆉 🐈🐾,@JazzAngelical,1h,"""Aquí ya se votó, esperando hacer el cambio 🙏 #EleccionesMéxico2024"""
マヌエル,@MaNuEl_Ort,1h,"""En respuesta a @Sergeluna_S Toma tu bot.!!! Mugre chapulin de cuarta. 😎🇲🇽😎 #YoVotarePorXóchitl #EleccionesMéxico2024 ✅🇲🇽"""
@Omarshariff2021,@Omarshariff2021,1h,"""#ClaudiaArrasará #MexicoConClaudiaSheinbaum #esunhonorestarconobradoryclaudia #EleccionesMéxico2024 #CiudadDeMéxico"""
Jahir De La Luz,@JahirPastor,1h,"""Hoy ganará la democracia ☀️🇲🇽 #XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Osky 🜲,@oskyzavalaa,1h,"""Todo sea por el bienestar de México, @AlvarezMaynez @Chertorivski @MovCiudadanoMX 🧡 #EleccionesMexico2024 #EleccionPresidencial2024"""
Yazvel,@yazvel0907,1h,"""Cumpliendo con mi Xóch #EleccionesMéxico2024"""
sweet,@breakupsweet,1h,"""#EleccionesMéxico2024 Claudia Sheinbaum SERÁS PRESIDENTA!"""
luthier,@luthier_lj,1h,"""En respuesta a @mlucascir Por un México libre y democrático. #EleccionesMéxico2024 🇲🇽 #XochitlGálvezPresidenta 💚 🤍❤️ ¡morena al basurero de la historia!"""
hego damask 🥶 vota morena 2024🚇,@hego_dmsk,1h,"""¡He traído la paz, la libertad, la justicia… y la seguridad a mi nuevo Imperio #Xóchitl #clowndiashitbaum #EleccionesMéxico2024"""
Asao Susuda❌,@AsaoSusuda,1h,"""La señal de la #Democracia #EleccionesMéxico2024 #VotoÚtilXMéxico #XochitlGálvezPresidenta24"""
Nelson Rguez,@NelsonRHMD,1h,"""Por un México mejor, #EleccionesMexico2024 #YoVotarePorXóchitl #YoVotéPorXochitl por un Jalisco libre de ysq #VotoÚtil2024"""
HG Noe 991,@noegh991,1h,"""#EleccionesMéxico2024 Ya solo 1 hora más para votar por #ClaudiaArrasará #morena"""
Patricia Valadez,@PatyValadez,1h,"""Hoy puede ser que todo empiece a cambiar. ¡Y lo mejor, lo mejor está por llegar! #EleccionesMéxico2024 #MexicoDespertó #XochitlGálvezPresidenta24 🩷💙♥️💛🙌🏻 #MexicoConXochitl #MexicoXingon"""
AlejoMartinez🙂,@alemaza81,1h,"""Por la continuación en la construcción de un mejor pais, estos casi 6 años con el Presidente López Obrador han sido los mejores con mucho avance y con las bases para que México sea un mejor Pais ""Por Claudia Sheinbaum Presidenta"" #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
LaGranjaHumanaMX,@GranjaMx,1h,"""Voto masivo chavos #EleccionesMx2024 #EleccionesMexico2024 #TodoMorena"""
Uriel Rodríguez,@UrielRolu,1h,"""#PlanC en marcha. #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
Marco,@ElPinchiTony,1h,"""#EleccionesMéxico2024 #XochitlGálvezPresidenta24 #FueraMorena"""
Andy Jalil,@andy_jalilBC,1h,"""Todo morena. Viva la 4T #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024 #morenayagano 🫶🏼4️⃣T❤️"""
fer ³⁰ 🪐👜,@fer_fuckerbratz,1h,"""Que felicidad me da poder contribuir algo al movimiento transformador. Seguiremos avanzando por el bien de todos. La respuesta es #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"""
Anas Zahid,@Anus80621013,1h,"""Hoy cambia el rumbo del país ,hoy se van los que prometieron y no hicieron nada , hoy se va el“yo tengo otros datos “ hoy se va la ignorancia del poder , hoy se va la impunidad ! por todos aquellos que no pudieron alzar la voz… es hoy México ! 💥💥💥💥 #EleccionesMéxico2024"""
Shion,@ChicShion,1h,"""Todos los Obradoristas que falten, A VOTAR, para propinarle a la derecha repugnante su TERCERA NOCHE TRISTE La 1ra la de su ídolo Hernan Cortes, la 2da el 1 de julio de 2018, y la tercera este 2 de junio! #EleccionesMéxico2024"""
