"num_debate","canal","username","fecha","comentario","num_likes","comentario_editado"
"1.0","nmas","JulioE.GomezCordova","07/04/2024","Xóchitl dice que quiere que aprendan inglés mejor aprende tu mejor y luego hablas","0.0","xochitl dice que quiere que aprendan inglés mejor aprende tu mejor y luego hablas"
"1.0","nmas","atarimex2643","07/04/2024","Es claro,  que Chochil no tiene ningun resultado que presentar de su historial en el senado……hasta Maynes presento mucho mas","0.0","es claro,que xochitl no tiene ningun resultado que presentar de su historial en el senado……hasta maynez presento mucho más"
"1.0","nmas","patriciavasquez2635","07/04/2024","No mames xochil diciendo q claudia es la bruja del 71","0.0","no mames xochitl diciendo que claudia es la bruja del 71"
"1.0","nmas","atarimex2643","07/04/2024","Caso exitoso del Guatemala? De donde sacan esa desinformación?","0.0","caso exitoso del guatemala?de donde sacan esa desinformación?"
"1.0","nmas","JuanitaTorresbarrera","07/04/2024","Me da lástima que estas porquerías de debate sea lo que nos presentan y según costo 11 millones de pesos","0.0","me da lástima que estas porquerías de debate sea lo que nos presentan y según costo 11 millones de pesos"
"1.0","nmas","feoyjodido1372","07/04/2024","La candidata xicle traia apuntador en oido derecho ...chequenlo","0.0","la candidata xicle traia apuntador en oido derecho...chequenlo"
"1.0","nmas","alejandrogomezzarate6223","07/04/2024","XG","0.0","xochitl galvez"
"1.0","nmas","enriquebalamguerrero6438","07/04/2024","38:30 hay que mocharles las manos ️️️️️️️","0.0","38:30 hay que mocharles las manos️️️️️️️"
"1.0","nmas","Carlitoooooss","07/04/2024","Claudia habla muy gangoso","1.0","claudia habla muy gangoso"
"1.0","nmas","MiguelLopezSanchez-xq1tq","07/04/2024","Mí voto es Claudia","1.0","mí voto es claudia"
"1.0","nmas","SofiTabe1234-bq7cf","07/04/2024","Vamos Xóchitl","1.0","vamos xochitl"
"1.0","nmas","artedidactismo8885","07/04/2024","Lo único que escucho, tú tienes la culpa, no tú la tienes, no los gobernantes del pasado han fallado, etc. etc. . Pero lo que en realidad se está debatiendo ahí, es la posibilidad de entrar a la carrera de uno de los mejores sueldos de México más ingresos extras mediante firmas en documentos pagados con sobornos.","0.0","lo único que escucho,tú tienes la culpa,no tú la tienes,no los gobernantes del pasado han fallado,etc.etc..pero lo que en realidad se está debatiendo ahí,es la posibilidad de entrar a la carrera de uno de los mejores sueldos de méxico más ingresos extras mediante firmas en documentos pagados con sobornos."
"1.0","nmas","duraanis","07/04/2024","Mas arreglado no puede estar todo a favor para que gane Claudia sheinbaum","1.0","más arreglado no puede estar todo a favor para que gane claudia sheinbaum"
"1.0","nmas","leticia9116","07/04/2024","Xochitl cuando van a registrarte cuando nacen NO te dicen cuando te vas a morir por eso no se registran las muertes en las actas de nacimiento","0.0","xochitl cuando van a registrarte cuando nacen no te dicen cuando te vas a morir por eso no se registran las muertes en las actas de nacimiento"
"1.0","nmas","juancharre1144","07/04/2024","Xóchitl Gálvez dice q va sin partido político a quien le quiere ver la cara por favor!!","0.0","xochitl galvez dice que va sin partido político a quien le quiere ver la cara por favor!!"
"1.0","nmas","rafaelnavarro-mr6uh","07/04/2024","Le restan 30 segundos a claudia en el turno de xochitls","0.0","le restan 30 segundos a claudia en el turno de xochitls"
"1.0","nmas","esthersantiago7033","07/04/2024","Así o más copiones y el tiempo no es parejo para todos, en definitiva ,, ME QUEDO CON CLAUDIA","0.0","así o más copiones y el tiempo no es parejo para todos,en definitiva,,me quedo con claudia"
"1.0","nmas","esthersantiago7033","07/04/2024","EL MODELADOR, NO TENIA PORQ DAR OPINION , TIENE QUE SER NEUTRAL","0.0","el modelador,no tenia porq dar opinion,tiene que hacer neutral"
"1.0","nmas","mariobrito4183","07/04/2024","Esa mujer lo unico que ase es atacar de solo verla.me.puede","0.0","esa mujer lo unico que hace es atacar de solo verla.me.puede"
"1.0","nmas","antonio89531","07/04/2024","Yo solo voy a votar pero mi pelota de basquet","0.0","yo solo oye a votar pero mi pelota de basquet"
"1.0","nmas","evasoto1997","07/04/2024","Peeeeor es provicarselos","0.0","peeeeor es provicarselos"
"1.0","nmas","user-eh1tm7ep5p","07/04/2024","Corruption Como tu Nadine tegana","0.0","corruption como tu nadine tegana"
"1.0","nmas","LuisRodriguez-hl7pu","07/04/2024","Todavía no estoy seguro por quién votar, pero ya se por quién definitivamente no votar. Xóchitl","2.0","todavía no estoy seguro por quién votar,pero ya se por quién definitivamente no votar.xochitl"
"1.0","nmas","santiagobarradas6368","07/04/2024","Esto es mas un circo que un debate","0.0","esto es más un circo que un debate"
"1.0","nmas","manym.1316","07/04/2024","Muy hermosa la Sra Claudia","0.0","muy hermosa la señora claudia"
"1.0","nmas","EduardoHernandez-xk7hf","07/04/2024","Que se ctren todo","0.0","que se ctren todo"
"1.0","nmas","rafaelbante1440","07/04/2024","XOCHITL POR EL TRIUNFO CON LA FRENTE SIEMPRE EN ALTO CON LA VERDAD POR DELANTE.","0.0","xochitl por el triunfo con la frente siempre en alto con la verdad por delante."
"1.0","nmas","christianmaganda5880","07/04/2024","Wow la verdad los tres son iguales empezamos por la peor Xóchitl Gálvez en la mirada lo dice todo imagínate dice que ya será una mujer transparente una mujer que acobija a México y que nos ayudará y nos entenderá cuándo tiene el escudo de cabeza a nivel nacional en pantalla nacional así cómo va a ser cuando tenga el poder.    Con el hombre el candidato que se me olvida su nombre canto nerviosismo y ansiedad no tiene ni seguridad del mismo acaso no se le llenó la vejiga al estar a cada rato abriendo el bote de agua para tomar imagínese si está en un debate público constantemente fueron los momentos que él estuvo para abrir el bote de agua así va a tener el tiempo para atender a nuestro país pura ficción qué puedo decir de Claudia sheiman una mujer preparada mucha educación está preparada con mucho conocimiento ya fue funcionaria del estado de México una mujer preparada para lo que va a hacer nada más de aún en sí en pocas palabras México no sé escapara de la maldición que tiene encima tanta habladuría de corrupción y sacándose los trapitos al sol diciendo segundos a otros en vez de dar solución el otro buscando y condenando a los demás letra con el yoyo yoyo y la otra  Xochitl una perfecta ignorante","0.0","wow la verdad los tres son iguales empezamos por la peor xochitl galvez en la mirada lo dice todo imagínate dice que ya será una mujer transparente una mujer que acobija a méxico y que nos ayudará y nos entenderá cuándo tiene el escudo de cabeza a nivel nacional en pantalla nacional así cómo va a hacer cuando tenga el poder.con el hombre el candidato que se me olvida su nombre canto nerviosismo y ansiedad no tiene ni seguridad del mismo acaso no se le llenó la vejiga al estar a cada rato abriendo el cárcel de agua para tomar imagínese si está en un debate público constantemente fueron los momentos que él estuvo para abrir el cárcel de agua así va a tener el tiempo para atender a nuestro país pura ficción qué puedo decir de claudia sheiman una mujer preparada mucha educación está preparada con mucho conocimiento ya fue funcionaria del estado de méxico una mujer preparada para lo que va a hacer nada más de aún en sí en pocas palabras méxico no sé escapara de la maldición que tiene encima tanta habladuría de corrupción y sacándose los trapitos al sol diciendo segundos a otros en vez de dar solución el otro buscando y condenando a los demás letra con el yoyo yoyo y la otra xochitl una perfecta ignorante"
"1.0","nmas","mackiereyes7574","07/04/2024","A votar por Xochitl, no porque vaya a ganar, sino para ayudar a la hora de escoger congreso y diputados. No se puede tener un país totalmente morenista. Vamos a acabar como venezuela","0.0","a votar por xochitl,no porque vaya a ganar,sino para ayudar a la hora de escoger congreso y diputados.no se puede tener un país totalmente morenista.vamos a acabar como venezuela"
"1.0","nmas","v.elizabethdiaz5497","07/04/2024","Q pena me daría q Xóchitl nos representara en México, nada más la veo y me da algoooo q nefasta es !","0.0","que pena me daría que xochitl nos representara en méxico,nada más la veo y me da algoooo que nefasta es!"
"1.0","nmas","monicaisabel605","07/04/2024","BIEN DENISE MAERKER!!!","0.0","bien denise maerker!!!"
"1.0","nmas","aliciagarciacasauranc4790","07/04/2024","Morena está formado por el PRI.","2.0","morena está formado por el pri representado por xochitl."
"1.0","nmas","Elynort","07/04/2024","Los conductores son imparciales 30:40   o son apoyo?","2.0","los conductores son imparciales 30:40 o son apoyo?"
"1.0","nmas","miguelrebul","07/04/2024","La globalización muere,  el soberanismo es el modelo económico que se está instalando y consolidando en México y en América. Todo lo demás es parte del Show. A estudiar economía y geopolítica. Podrían mejorar sus comentarios.","0.0","la globalización muere,el soberanismo es el modelo económico que se está instalando y consolidando en méxico y en américa.todo lo demás es parte del show.a estudiar economía y geopolítica.podrían mejorar sus comentarios."
"1.0","nmas","juanluissaldanamendez1426","07/04/2024","Viva Claudia, viva México!!!","1.0","viva claudia,viva méxico!!!"
"1.0","nmas","HaroVargas-pp4lw","07/04/2024","No hablas inglés tú y te vamos a creer que les vas a proporcionar eso al pueblo?!?!","0.0","no hablas inglés tú y te vamos a creer que les vas a proporcionar eso al pueblo?!?!"
"1.0","nmas","cirilopinavega451","07/04/2024","Para mi que el ganador fue el caballero","0.0","para mi que el ganador fue el caballero"
"1.0","nmas","alvaroanzaldo3154","07/04/2024","Esa señora debio investigar antes de decir que no servia esa medicina","0.0","esa señora debio investigar antes de decir que no servia esa medicina"
"1.0","nmas","leftyesquivelpuppet6832","07/04/2024","Chivo expiatorio?!! CUARTETO REFERENCIA ️️️️️️️️️️️️️","0.0","chivo expiatorio?!!cuarteto referencia️️️️️️️️️️️️️"
"1.0","nmas","GabrielaCruz-cd9ym","07/04/2024","Orale x soporto","0.0","orale x soporto"
"1.0","nmas","6SensesMusic","07/04/2024","Esos son los títeres cuando presentarán a los verdaderos presidentes","1.0","esos son los títeres cuando presentarán a los verdaderos presidentes"
"1.0","nmas","GoliusMercer","07/04/2024","Yo apostaría por el desconocido","1.0","yo apostaría por el desconocido"
"1.0","nmas","sinuhegomez9148","07/04/2024","Soy yo o maynes esta como guapo","0.0","soy yo o maynez esta como guapo"
"1.0","nmas","joelmendez4659","07/04/2024","Robando tiempo para darselo a Xochitl, y la pobrecita lo que queria era que ya se acabara porque no sabia que decir","0.0","robando tiempo para darselo a xochitl,y la pobrecita lo que queria era que ya se acabara porque no sabia que decir"
"1.0","nmas","Roosevelt333","07/04/2024","El IMSS bienestar ya existe desde hace más que solo dos años","0.0","el IMSS bienestar ya existe desde hace más que solo dos años"
"1.0","nmas","jupiteronuki181","07/04/2024","Ni claudia ni Xochitl convencen, ambas se ve que son unas mentirosas","1.0","ni claudia ni xochitl convencen,ambas se ve que son unas mentirosas"
"1.0","nmas","jackomiste1523","07/04/2024","No vi ninguna propuesta  de Xochit","0.0","no vi ninguna propuesta de xochitl"
"1.0","nmas","psic.arelyhuitronbetance","07/04/2024","Min36:10 paso algo xd","0.0","min36:10 paso algo xd"
"1.0","nmas","PedroMartinez-fc3wg","07/04/2024","Cienfuegos si es ratota la verdad y el Adrián de la Garza","1.0","cienfuegos si es ratota la verdad y el adrián de la garza"
"1.0","nmas","TheRoberto69","07/04/2024","Arriba Claudia no hay nada igual en inteligencia y conocimiento .. vamos morena tenemos a la mejor   nuestra presidenta Claudia","0.0","arriba claudia no hay nada igual en inteligencia y conocimiento..vamos morena tenemos a la mejor nuestra presidenta claudia"
"1.0","nmas","johan.97","07/04/2024","Debate? Esto solo fue un infame show, un circo donde solo se atacan y nadie compartió realmente sus propuestas, sus planes, sus ideologías y encima los medios opinando sin criterio y con notorio favoritismo a cierta candidata que dice ser independiente   Además, todo México está cansado del Prian, ya sabemos quien ganará las elecciones ️ Considero que los candidatos deben tener un espacio digno y realmente transparente donde puedan compartir su visión, sus propuestas, con detalle y describiendo claramente temas importantes como la salud, la educación, la seguridad, la inversión y demás temas que requieren atención  Basta de payasadas como esta, donde lo mejor que podemos sacar, son los memes","0.0","debate?esto solo fue un infame show,un circo donde solo se atacan y nadie compartió realmente sus propuestas,sus planes,sus ideologías y encima los medios opinando sin criterio y con notorio favoritismo a cierta candidata que dice hacer independiente además,todo méxico está cansado del prian rpresentado por xochitl,ya sabemos quien ganará las elecciones️considero que los candidatos deben tener un espacio digno y realmente transparente donde puedan compartir su visión,sus propuestas,con detalle y describiendo claramente temas importantes como la salud,la educación,la seguridad,la inversión y demás temas que requieren atención basta de payasadas como esta,donde lo mejor que podemos sacar,son los memes"
"1.0","nmas","janethcervantes5238","07/04/2024","Ni a cual irle.","0.0","ni a cual irle."
"1.0","nmas","angelcamperoramon6156","07/04/2024","Ese cuate habla como Samuel García nomás te miran de arriba para abajo","0.0","ese cuate habla como samuel garcía nomás te miran de arriba para abajo"
"1.0","nmas","jackomiste1523","07/04/2024","Xochilt tus propuestas donde están no veo nada","1.0","xochitl tus propuestas donde están no veo nada"
"1.0","nmas","miguelsagastume9696","07/04/2024","Cojuptos dice la del Prian","0.0","cojuptos dice la del prian rpresentado por xochitl"
"1.0","nmas","mariagamboa6043","07/04/2024","Muy buenas respuestas x nuestra proxima presidenta Xóchitl Gálvez y me gusto cuando mensiono lo de la tarjeta mexicana y ese jorge solo estuvo alli como sandwich xq las 2 candidatas ya seria muy obio,es como aca en chispas el unico q anda como candidato para gobernador solo es eduardo ramirez","0.0","muy buenas respuestas x nuestra proxima presidenta xochitl galvez y me gusto cuando mensiono lo de la tarjeta mexicana y ese jorge solo estuvo allí como sandwich porque las 2 candidatas ya seria muy obio,es como acá en chispas el unico que anda como candidato para gobernador solo es eduardo ramirez"
"1.0","nmas","user-bw2lv8ux9u","07/04/2024","Quien gane si amitad de secsenio no ay baga de laviolencia q renuncie olo saca el pueblo q ese sea el trato","0.0","quien gane si amitad de secsenio no ay baja de laviolencia que renuncie o lo saca el pueblo que ese sea el trato"
"1.0","nmas","user-zq8sy9bb5m","07/04/2024","Excelente claudia","1.0","excelente claudia"
"1.0","nmas","user-mt1lv1dk2r","07/04/2024","Siiii","0.0","siiii"
"1.0","nmas","howark596","07/04/2024","MÁYNEZ PRESIDENTE","1.0","maynez presidente"
"1.0","nmas","circuitwarriorsoficial","07/04/2024","Hay manipulación en el tiempo que les dan","0.0","hay manipulación en el tiempo que les dan"
"1.0","nmas","PaolaHernandez-lm8el","07/04/2024","Aquí los que quieren a maydez","0.0","aquí los que quieren a maynez"
"1.0","nmas","xenoviaquarta22","07/04/2024","Sra. Twedy  Peña Nieta  Y sonrisa colgate","0.0","señora.twedy peña nieta y sonrisa colgate"
"1.0","nmas","alesanabello","07/04/2024","Que agradezca la oposición que Samuel no fue el candidato porque les hubiera quitado el segundo lugar, pero sin pedos.","0.0","que agradezca la oposición que samuel no fue el candidato porque les hubiera quitado el segundo lugar,pero sin pedos."
"1.0","nmas","rosalesmartinez2711","07/04/2024","Porque Xochitl es tan VULGAR. Mexico necesita no solo gobernantes aptos, con un alto nivel de integridad, educacion y capacidad de implementar estrategias progresistas y effectivas. A su vez, esto necesita un nivel de negociacion ejemplar. Eso de que le 'apuesto', Senora Xochitl, no esta en la lucha libre o un casino. En lugar de atacar, es importante enfocarse a una respuesta contundente. Eso de 'fria y sin corazon' eso parece una conversacion de lavadero. Me parece muy inepta e incompetente. Mexico merece mejores candidatos y a la altura para el presente y futuro.","0.0","porque xochitl es tan vulgar.mexico necesita no solo gobernantes aptos,con un alto nivel de integridad,educacion y capacidad de implementar estrategias progresistas y effectivas.a su vez,esto necesita un nivel de negociacion ejemplar.eso de que le'apuesto',senora xochitl,no esta en la lucha libre o un casino.en lugar de atacar,es importante enfocarse a una respuesta contundente.eso de'fria y sin corazon'eso parece una conversacion de lavadero.me parece muy inepta e incompetente.mexico merece mejores candidatos y a la altura para el presente y futuro."
"1.0","nmas","leopoldoaguilar2905","07/04/2024","Eso no es debate , ese circo es para tirarse edtorcol, el pueblo quiere escuchar propuestas no pendejadas, dan pena ajena","0.0","eso no es debate,ese circo es para tirarse edtorcol,el pueblo quiere escuchar propuestas no pendejadas,dan pena ajena"
"1.0","nmas","user-qq8po7yj5q","07/04/2024","Botarga si ganas venderias mexico y pon derecha la bandera o asi te pones los calzones al revés","0.0","botarga si ganas venderias mexico y pon derecha la bandera o así te pones los calzones al revés"
"1.0","nmas","NahieAlmejo","07/04/2024","Escuelas tiempo completo??? Acaso quiere que nos quedemos sin vida social, nos quieren ahogar en su sistema, espantoso, claro que no votaré por ti xochilt","0.0","escuelas tiempo completo???acaso quiere que nos quedemos sin vida social,nos quieren ahogar en su sistema,espantoso,claro que no votaré por ti xochitl"
"1.0","nmas","jesussilva16","07/04/2024","Xochitl propone cambiar el orden de los colores de la bandera de México","0.0","xochitl propone cambiar el orden de los colores de la bandera de méxico"
"1.0","nmas","duraanis","07/04/2024","Hay no que flojera, todos están de flojera que horror con México,","0.0","hay no que flojera,todos están de flojera que horror con méxico,"
"1.0","nmas","jackomiste1523","07/04/2024","Xochilt premio a la ignorancia felicidades","0.0","xochitl premio a la ignorancia felicidades"
"1.0","nmas","alvarocruz5245","07/04/2024","Tu eres la currrrruuupppptaaaa xochiiiillll.","0.0","tu eres la currrrruuupppptaaaa xochiiiillll."
"1.0","nmas","CamaradaVela","07/04/2024","Sus retóricas bien mamadoras","0.0","sus retóricas bien mamadoras"
"1.0","nmas","antoniohernandezhernandez2971","07/04/2024","Aunque labotarga o galves ablando bonito  pero ella ledise huebones alos adoltos mayores  fuera el pri","0.0","aunque labotarga o galvez ablando bonito pero ella ledise huebones a lo adoltos mayores fuera el pri representado por xochitl"
"1.0","nmas","kyodiazlii","07/04/2024","Que flojera de los tres. Aun que votaré por Claudia. Pero esperaba más. No hubo propuesta realmente innovadores, se copiaban de unos a otros.","0.0","que flojera de los tres.aún que votaré por claudia.pero esperaba más.no hubo propuesta realmente innovadores,se copiaban de unos a otros."
"1.0","nmas","royalbee7742","07/04/2024","Xóchitl recordemos que más feo se vio en el prian dando agua en las quimio y ahí nunca hablaron","0.0","xochitl recordemos que más feo se vio en el prian rpresentado por xochitl dando agua en las quimio y ahí nunca hablaron"
"1.0","nmas","DanielCruz-em8os","07/04/2024","Entre estos 3 pienso que la mejor en sus argumentos y en su comportamiento fue sheinbaum, Xochitl solo se la pasaba diciendo pura mentira y al otro wey ni sabía que existía,la vdd el gobierno de ahora me ha beneficiado, ayudado mucho en mis estudios y a mi familia,la verdad creo que todos como mexicanos queremos ver resultados y no tanta palabrería.","2.0","entre estos 3 pienso que la mejor en sus argumentos y en su comportamiento fue sheinbaum,xochitl solo se la pasaba diciendo pura mentira y al otro wey ni sabía que existía,la vdd el gobierno de ahora me ha beneficiado,ayudado mucho en mms estudios y a mi familia,la verdad creo que todos como mexicanos queremos ver resultados y no tanta palabrería."
"1.0","nmas","leticiagallegos4178","07/04/2024","Felicidades a la dra.claudia sheibaum.","0.0","felicidades a la doctora.claudia sheinbaum."
"1.0","nmas","anamargaritabenitezbenitez1875","07/04/2024","Sus libros de texto son un asco chembau","0.0","sus libros de texto son un asco chembau"
"1.0","nmas","jackomiste1523","07/04/2024","Que hablen los muertos pregúntenle","0.0","que hablen los muertos pregúntenle"
"1.0","nmas","av2414","07/04/2024","el pais esta peor que nunca","0.0","el pais esta peor que nunca"
"1.0","nmas","CarloAcutis-nu2ge","07/04/2024","Votaremos por el NO REGISTRADO","0.0","votaremos por el no registrado"
"1.0","nmas","martinuribe4402","07/04/2024","A Xóchitl le pusieron audífonos para decirle su discurso","1.0","a xochitl le pusieron audífonos para decirle su discurso"
"1.0","nmas","osbeliavila5090","07/04/2024","En el gobierno de Peña, Fox, Calderón, Salinas, se quedó muda la botarga no le escucje ninguna inconformidad con las aberraciones que hicieron los mañosos anteriores.","0.0","en el gobierno de peña,fox,calderón,salinas,se quedó muda la botarga no le escucje ninguna inconformidad con las aberraciones que hicieron los mañosos anteriores."
"1.0","nmas","doraeliareguera5751","07/04/2024","Xochil. Melapela","0.0","xochitl.melapela"
"1.0","nmas","doraeliareguera5751","07/04/2024","Xochil. Melapela","0.0","xochitl.melapela"
"1.0","nmas","doraeliareguera5751","07/04/2024","Xochil. Melapela","0.0","xochitl.melapela"
"1.0","nmas","erikfernandez2753","07/04/2024","Maynez la misma sombra de Peña nieto","0.0","maynez la misma sombra de peña nieto"
"1.0","nmas","doraeliareguera5751","07/04/2024","Xochil. Melapela","0.0","xochitl.melapela"
"1.0","nmas","doraeliareguera5751","07/04/2024","Xochil. Melapela","0.0","xochitl.melapela"
"1.0","nmas","pacomemo9790","07/04/2024","Maynes maynes  lejos de la soberbia de claudia y la ignoransia de Xóchitl.","0.0","maynez maynez lejos de la soberbia de claudia y la ignoransia de xochitl."
"1.0","nmas","user-eh1tm7ep5p","07/04/2024","Ponta atravajar y no rrovar","0.0","ponta atravajar y no rrovar"
"1.0","nmas","enruta414","07/04/2024","Vamos con el cholo!! Ninguno de estos candidatos sirven","1.0","vamos con el cholo!!ninguno de estos candidatos sirven"
"1.0","nmas","pacos6118","07/04/2024","Por qué, por qué Dios mío Cochil tan mentirosa ya no estés de mentirosaaa","0.0","por qué,por qué dios mío xochitl tan mentirosa ya no estés de mentirosaaa"
"1.0","nmas","yolandadiez3992","07/04/2024","Aúpa Claudia","0.0","aúpa claudia"
"1.0","nmas","lupixgarcia2590","07/04/2024","Maneis gana o Claudia pero no Sochi","0.0","maynez gana o claudia pero no xochitl"
"1.0","nmas","mariadelosangelesmendozade664","07/04/2024","Arriba Claudia!!! Ganadora de este debate!!!","1.0","arriba claudia!!!ganadora de este debate!!!"
"1.0","nmas","austrebertollanosbucio2063","07/04/2024","Son de buena talla,  hay que votar por el , la coherente.","0.0","son de buena talla,hay que votar por el,la coherente."
"1.0","nmas","masocorrogonzalez8314","07/04/2024","Pobre mexico creo que hay mucho tarade.","0.0","pobre mexico creo que hay mucho tarade."
"1.0","nmas","luiscasasnovas4090","07/04/2024","La señora xo. Es muy 🫢","0.0","la señora xochitl.es muy🫢"
"1.0","nmas","javierreyes3132","07/04/2024","Pues así la chochi todo le sale al revés y dije chochi no dije cochi jajaja jajajaja  y","2.0","pues así la xochitl todo le sale al revés y dije xochitl no dije xochitl jajaja jajajaja y"
"1.0","nmas","RaulEscorza-mp6bx","07/04/2024","VOTO DE CASTIGO  DESAPARECER AL PAN, PRI, PRD, MC ..  CERO...CERO...CERO... VOTO A ESTOS CORRUPTOS, Y TRAIDORES A LA PATRIA DE MEXICO...","0.0","voto de castigo desaparecer al PAN,pri representado por xochitl,PRD,mc..cero...cero...cero...voto a estos corruptos,y traidores a la patria de mexico..."
"1.0","nmas","Khaneljaguaroficial","07/04/2024","Lo mismo tres pendejos hablando de lo mismo y así y así y así al menos mi abuelo ya no está para oír mamadas. Perdón si alguien más se siente ofendido pero de verdad a los únicos que respeto son a los moderadores. Los otros tres me pueden revelar está. No hay donde hacerse YouTube hazme añicos pero también para ti también tengo","0.0","lo mismo tres pendejos hablando de lo mismo y así y así y así al menos mi abuelo ya no está para oír mamadas.perdón si alguien más se siente ofendido pero de verdad a los únicos que respeto son a los moderadores.los otros tres me pueden revelar está.no hay donde hacerse youtube hazme añicos pero también para ti también tengo"
"1.0","nmas","user-eh1tm7ep5p","07/04/2024","Eso lefalta Ala gilatinera","0.0","eso lefalta a la gelatinera"
"1.0","nmas","user-eh1tm7ep5p","07/04/2024","Es yevarte todo el dinero notienes yenadero","0.0","es yevarte todo el dinero notienes yenadero"
"1.0","nmas","normaalorsanchez2418","07/04/2024","Y el ABC QUE XOCHILT, YA TE DIO ABNESIA","0.0","y el abc que xochitl,ya te dio abnesia"
"1.0","nmas","TheRoberto69","07/04/2024","arriba Claudia Vamos morena ..pura trasformación","0.0","arriba claudia vamos morena..pura trasformación"
"1.0","nmas","hatred7999","07/04/2024","Puros Monstruos en este debate","0.0","puros monstruos en este debate"
"1.0","nmas","gabrielayala5551","07/04/2024","ni claudia ni xochitl seran buenas presidentas","0.0","ni claudia ni xochitl seran buenas presidentas"
"1.0","nmas","user-iq6iu3cr3t","07/04/2024","Mainez , esquirol de morena","0.0","maynez,esquirol de morena"
"1.0","nmas","deniseborges5647","07/04/2024","Qué patéticos los tres. Pobre México","0.0","qué patéticos los tres.pobre méxico"
"1.0","nmas","claudia_UwU_roblox","07/04/2024","Yo le voy a claudia pero también a maynéz y tengo 12 años","1.0","yo le oye a claudia pero también a maynez y tengo 12 años"
"1.0","nmas","alilopez2975","07/04/2024","DRA. Sheinbaum excelente,","0.0","doctora.sheinbaum excelente,"
"1.0","nmas","DARKNESS666ism","07/04/2024","Uh lala señog frangces Xochitl","0.0","uh lala señog frangces xochitl"
"1.0","nmas","atarimex2643","07/04/2024","Xochilt deberes ser la candidata de la derecha, pero esta perdida….por eso quiere aparentar ser de izquierda","0.0","xochitl deberes hacer la candidata de la derecha,pero esta perdida….por eso quiere aparentar hacer de izquierda"
"1.0","nmas","user-bs8fn1ug3f","07/04/2024","Claudia lo mejor de la vida para esté reto de llegar a la presidencia suerte mi flaca","0.0","claudia lo mejor de la vida para esté reto de llegar a la presidencia suerte mi flaca"
"1.0","nmas","IanLedu","07/04/2024","Todo un teatro.","0.0","todo un teatro."
"1.0","nmas","jesussilva16","07/04/2024","Xochitl estás acabada ya rinde te por dignidad","0.0","xochitl estás acabada ya rinde te por dignidad"
"1.0","nmas","griseldaleos4061","07/04/2024","Algo que no sirve nunca ayudo a nada utiliza algo y cuando conozcas hablas erea una mentirosa todos lo","0.0","algo que no sirve nunca ayudo a nada utiliza algo y cuando conozcas hablas erea una mentirosa todos lo"
"1.0","nmas","celiaarambula839","07/04/2024","Arriba Claudia viva MORENA viva la 4 t","0.0","arriba claudia viva morena viva la 4 t"
"1.0","nmas","user-eh1tm7ep5p","07/04/2024","No sirve para nada el vato","0.0","no sirve para nada el vato"
"1.0","nmas","celiaarambula839","07/04/2024","Que mentirosa Sochit Galves","0.0","que mentirosa xochitl galvez"
"1.0","nmas","elreto641","07/04/2024","Maynes maynes presidente!","0.0","maynez maynez presidente!"
"1.0","nmas","DanielLopez-sg5uh","07/04/2024","El debate lo ganó Claudia, sin duda los otros dos no saben contestar","0.0","el debate lo ganó claudia,sin duda los otros dos no saben contestar"
"1.0","nmas","user-eh1tm7ep5p","07/04/2024","Pura ipoctesis drla señora","0.0","pura ipoctesis de la señora"
"1.0","nmas","MarioHernandez-cu7ty","07/04/2024","Ya chimol habla más de lo que ase","0.0","ya chimol habla más de lo que hace"
"1.0","nmas","arnulfocambranodiaz934","07/04/2024","Claudia va a ganar no hay duda los otros son como brozo unos payaso","0.0","claudia va a ganar no hay duda los otros son como brozo unos payaso"
"1.0","nmas","dgfesru","07/04/2024","Voten por Joaquín en  las elecciones","0.0","voten por joaquín en las elecciones"
"1.0","nmas","user-ng3ok4yq8u","07/04/2024","la señora DEL PRIAN,  y sus mitomanias.. Mm","0.0","la señora del prian rpresentado por xochitl,y sus mitomanias..mm"
"1.0","nmas","sloan0686","07/04/2024","Al INE ay que sacarlos a como de lugar por que la corrupción va a seguir si siguen apoyando al pri y al pan","0.0","al ine ay que sacarlos a como de lugar por que la corrupción va a seguir si siguen apoyando al pri representado por xochitl y al PAN"
"1.0","nmas","LuchonzalezOk","07/04/2024","Sin lugar a dudas, Xóchitl fue la que mejor supo administrar el tiempo y respondiendo las preguntas concretamente y sin explayarse tanto","0.0","sin lugar a dudas,xochitl fue la que mejor supo administrar el tiempo y respondiendo las preguntas concretamente y sin explayarse tanto"
"1.0","nmas","user-ks8sb5rl5j","07/04/2024","Xóchitl me da risa nomas jaja habla del acento de claudia y no se a escuchado ella jajaja","0.0","xochitl me da risa nomas jaja habla del acento de claudia y no se a escuchado ella jajaja"
"1.0","nmas","user-qq8po7yj5q","07/04/2024","Dios nos libre de que la botarga o mainez sean presidentes la buena es Claudia todos plan c apoyado por Claudia","0.0","dios nos libre de que la botarga o maynez sean presidentes la buena es claudia todos plan c apoyado por claudia"
"1.0","nmas","danielkevinguajardomolina2336","07/04/2024","Yo vote por amlo y la verdad ahy menos servicio y medicina para la gente e sabido muchos casos que en este gobierno ávido poca ayuda para personas con enfermedades terminales","0.0","yo vote por amlo y la verdad ahí menos servicio y medicina para la gente e sabido muchos casos que en este gobierno ávido poca ayuda para personas con enfermedades terminales"
